#《孟子音義》中古音及中州音
# 孟子音義 in Middle Chinese and Classical Mandarin.
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# Middle Chinese is in Baxter transcription. Mandarin pronunciation follows the system of 洪武正韻譯訓.
# Compiled by hhliow.
# Work in progress.

孟子音義 宋 孫奭 撰
volume_index	chapter_index	is_new_entry	char	mc	mandarin
5	4		蓰	srje/srjeX	ʂɨ/sî
5	4	YES	子		
5	4		比	bjijH	bǐ
5	5	YES	徐		
5	5		辟	?pek/bjiek	pik/bȉk
5	5	YES	道		
5	5		不		
5	5		見	henH	ɦiɛ̌n
5	5	YES	匍	bu	pʱȕ
5	5	YES	匐	bok	bə̏k
5	5	YES	蠅		
5	5		蜹	nywejH/yuw	ʒǔi/jȉw
5	5		姑		
5	5	YES	嘬	tsrhwaejH	ʈʂʰwǎi
5	5	YES	有		
5	5		泚	tshejX	tsʰî
5	5	YES	睨	ngejH	ŋǐ
5	5	YES	虆	lwij	lȕi
5	5		梩	li	lȉ
5	5	YES	籠		
5	5		臿	tsrheap	ʈʂʰap
5	5	YES	憮	mjuX	vû
6	1	YES	志		
6	1		曰		
6	1	YES	介	keajH	kiǎi
6	1	YES	信	syin	ʃin
6	1		道		
6	1	YES	為		
6	1		與	yo	jy̏
6	1	YES	要	’jiew	ʔiɛw
6	1		利		
6	1	YES	奚		
6	1		乘	zyingH	ʃʱǐŋ
6	1	YES	强	gjangX	giɑ̌ŋ'
6	1		而		
6	1	YES	射	zyek	ʃʱȉk
6	1		之		
6	1	YES	範		
6	1		我		
6	1	YES	詭		
6	1		遇		
6	1	YES	舍	syaeX	ʃiɛ̂
6	1		矢		
6	1	YES	不		
6	1		貫	kwaenH	kwǎn
6	1	YES	中	trjuwngH	tʃyǔŋ
6	1		之		
6	1	YES	貫		
6	1		臧		
6	1	YES	者		
6	1		比	bjijH	bǐ
6	2	YES	熄	sik	sik
6	2	YES	從	tsjowng	tsyuŋ
6	2		横		
6	2	YES	從		
6	2		長	trjangX	tʃiɑ̂ŋ
6	2	YES	焉	’jen	ʔiɛn
6	2		得		
6	2	YES	之		
6	2		冠	kwanH	kwɔ̌n
6	2	YES	女	nyoX	ʒŷ
6	2		家		
6	3	YES	出		
6	3		疆	kjang	kiɑŋ
6	3	YES	載		
6	3		質	tsyijh	tʃɨ̌
6	3	YES	以		
6	3		見	henH	ɦiɛ̌n
6	3	YES	粢	tsij	tsɨ
6	3	YES	盛	dzyeng	tʃʱȉŋ
6	3	YES	繅	saw	saw
6	3	YES	皿	mjaengX	mîŋ
6	3	YES	藉	dzjek	dzȉk
6	3	YES	腯	dwot	dȕt
6	3	YES	絀	trhwit	tʃʰyt
6	3	YES	為	hjweH	ǔi
6	3		出		
6	3	YES	難	nanH/nan	nǎn/nȁn
6	3		仕		
6	3	YES	媒		
6	3		妁	tsyak	tʃiɒk
6	3	YES	隙	khjaek	kʰik
6	3	YES	又		
6	3		惡	’uH	ʔǔ
6	4	YES	彭		
6	4		更	kaeng	kəŋ
6	4	YES	從	dzjowngH	dzyǔŋ
6	4		者		
6	4	YES	傳	drjwenH	dʒyuɛ̌n
6	4		食		
6	4	YES	簞		
6	4		食	ziH	s⁽ʱ⁾ɨ̌
6	4	YES	笥	siH	sɨ̌
6	4	YES	羨	zjenH/yenH	sʱiɛ̌n/jiɛ̌n
6	4	YES	畫	hweak	ɦwə̏k
6	4	YES	墁	man	mwɔ̏n
6	4	YES	素		
6	4		餐	tshan	tsʰan
6	5	YES	亳	bak	bɒ̏k
6	5	YES	遺	ywijH	ǔi
6	5		之		
6	5	YES	餉	syangH	ʃiɑ̌ŋ
6	5	YES	徯	hejX	ɦǐ'
6	5	YES	匪	pj+jX	fî
6	5		厥		
6	5	YES	救		
6	6	YES	咻	xjuw	hiow
6	6		之		
6	6	YES	嚾	xjew/xwan	hiɛw/hwɔn
6	6		也		
6	6	YES	湼	net	niɛ̏t
6	7	YES	辟	bjieH	bǐ
6	7		之		
6	7	YES	不		
6	7		内	nop	nȁp
6	7	YES	繆	mjuwk	mȕk
6	7		公		
6	7	YES	矙	khamH?	kʰǎm
6	7	YES	使	sriH	ʂɨ̌
6	7		人		
6	7	YES	脅	xjaep/xip	hiɛp/hip
6	7	YES	畦	hwej	ɦȉ
6	7	YES	竦	sjowngX	syûŋ
6	7	YES	强	gjangX	giɑ̌ŋ'
6	7	YES	赧	nraenX	nân
6	8	YES	去	khjoX	kʰŷ
6	8		闗		
6	8	YES	攘	nyang	ʒiɑ̏ŋ
6	9	YES	子		
6	9		好	xawH	hǎw
6	9	YES	汜	phjomH	fǎm
6	9	YES	埤	pjie	pi
6	9	YES	度	dak	dɒ̏k
6	9		之		
6	9	YES	洚	kaewngH/haewng/huwngH/huwng	kiɑ̌ŋ/ɦiɑ̏ŋ/ɦǔŋ/ɦȕŋ
6	9		水		
6	9	YES	洚	haewng/huwngH	ɦiɑ̏ŋ/ɦǔŋ
6	9		洞	duwngH/duwng	dǔŋ/tʱȕŋ
6	9	YES	菹	tsrjo/tsjae	?/tsiɛ
6	9	YES	既		
6	9		逺	hjwonH	jyuɛ̌n
6	9	YES	壞	kweajH	kwǎi
6	9		宫		
6	9	YES	汙	’u	ʔu
6	9	YES	邪		
6	9		説	sywet/sywejH	ʃyuɛt/ʂǔi
6	9	YES	暴		
6	9		行	haengH	ɦǐŋ
6	9	YES	沛	bajH?	bǔi
6	9	YES	更	kaeng	kəŋ
6	9		興		
6	9	YES	放		
6	9		辟	phjiek?	pʰik?
6	9	YES	相	sjangH	siɑ̌ŋ
6	9		武		
6	9	YES	素		
6	9		王	hjwangH/hjwang	wɑ̌ŋ/wɑ̏ŋ
6	9	YES	横	hwaengH	ɦwə̌ŋ
6	9		議		
6	9	YES	為	hjweH	ǔi
6	9		我		
6	9	YES	莩	bjewX/phju	biɛ̌w'/fu
6	9	YES	詖	pjeH	pǐ
6	9	YES	駢	ben	pʱiɛ̏n
6	9		躓	trij/trijH	tʃi/tʃǐ
6	9	YES	周		
6	9		公		
6	9		卬	ngjangX	ŋiɑ̂ŋ
6	9		思		
6	10	YES	螬	dzaw	tsʱȁw
6	10	YES	匍	bu	pʱȕ
6	10	YES	匐	bok	bə̏k
6	10	YES	咽	’enH	ʔiɛ̌n
6	10	YES	擘	peak	pək
6	10	YES	惡	’u	ʔu
6	10		能		
6	10	YES	辟	?phek	pʰik
6	10	YES	纑	lu	lȕ
6	10	YES	戴		
6	10		蓋	hap	ɦɔ̏p
6	10	YES	䳘	nga	ŋɔ̏
6	10	YES	已	kiX	kî
6	10		頻		
6	10		顣	tsjuwk	tsyuk
6	10	YES	鶃	ngek	ŋȉk
6	10		鶃	ngek	ŋȉk
6	10	YES	哇	’ea	ʔwa?
6	10	YES	母		
6	10		食	ziH	s⁽ʱ⁾ɨ̌
7	0	YES	黄		
7	0		帝		
7	0		亡		
7	0		其		
7	0		𤣥		
7	0		珠		
7	1	YES	簇	tshuwH	tsʰə̌w
7	1	YES	姑		
7	1		洗	senX	siɛ̂n
7	1	YES	無		
7	1		射	yek	jȉk
7	1	YES	徴	triX	tʃhî?
7	1	YES	仁		
7	1		聞	mjunH	vǔn
7	1	YES	嘉	haeh	ɦiǎ
7	1		樂	lak	lɒ̏k
7	1	YES	衣	’j+jH	ʔǐ
7	1	YES	揆		
7	1		度	dak	dɒ̏k
7	1	YES	度	duH	dǔ
7	1		量	ljangH	liɑ̌ŋ
7	1	YES	僥	kew	kiɛw
7	1	YES	甲	kaep	kiap
7	1		兵		
7	1	YES	不		
7	1		辟	bjiek	bȉk
7	1	YES	方		
7	1		蹶	kjwejH	kǔi
7	1	YES	泄	yejH	jǐ
7	1		泄	yejH	jǐ
7	1	YES	沓	dop	dȁp
7	1		沓	dop	dȁp
7	1	YES	動		
7	1		女	nyoX	ʒŷ
7	2	YES	厲		
7	2		王		
7	2		流		
7	2		於		
7	2		彘	drjejH	dʒǐ
7	2	YES	戲	xje	hi
7	2	YES	避		
7	2		逺	hjwonH	jyuɛ̌n
7	3	YES	惡	’u	ʔu
7	3		死		
7	3	YES	而		
7	3		樂	lak	lɒ̏k
7	3	YES	强	gjangX	giɑ̌ŋ'
7	3		酒		
7	4	YES	治	dri	tʃʱȉ
7	4		人		
7	4		不		
7	4		治	driH	dʒǐ
7	4	YES	行	haengH	ɦǐŋ
7	4		有		
7	5	YES	踣	bok	bə̏k
7	6	YES	沛	phajH	pʰǔi
7	7	YES	能		
7	7		令	ljengH	lǐŋ
7	7	YES	而		
7	7		女	nrjoH	ny̌
7	7	YES	祼	kwanH	kwɔ̌n
7	7	YES	暢		
7	7	YES	好	xawH	hǎw
7	7		仁		
7	7	YES	以		
7	7		濯	draewk/yak	ɖʐwɒ̏k/jiɒ̏k
7	8	YES	其		
7	8		菑	tsoj	tsai
7	8	YES	滄		
7	8		浪	lang	lɑ̏ŋ
7	8	YES	夫	bju	fʱȕ
7	8		人		
7	8	YES	孼	ngjet	ŋiɛ̏t
7	8	YES	恐		
7	8		栗	lit	lȉt
7	9	YES	走	tsuwH	tsǒw
7	9		壙	khwangH	kʰwɑ̌ŋ
7	9	YES	為	hjweH	ǔi
7	9		淵		
7	9	YES	敺	khju	kʰy
7	9	YES	鸇	tsyen	tʃiɛn
7	9	YES	埤	pjie	pi
7	9	YES	獱	bjin	pʱȉn
7	9	YES	卒	tshwot	tsʰut
7	9		求		
7	10	YES	舎	syaeX	ʃiɛ̂
7	10		正		
7	11	YES	長	trjangX	tʃiɑ̂ŋ
7	11		其		
7	11		長	trjangX	tʃiɑ̂ŋ
7	12	YES	三		
7	12		省	sjengX	sîŋ
7	13	YES	焉	’jen	ʔiɛn
7	13		往		
7	14	YES	辟	bjiek	bȉk
7	14		草		
7	14	YES	任	nyimH?	ʒǐm?
7	14		土		
7	14	YES	合		
7	14		從	tsjowng	tsyuŋ
7	15	YES	眸	mjuw	mə̏w
7	15	YES	瞭	lewX	liɛ̂w
7	15	YES	眊	mawH	mǎw
7	15	YES	廋	srjuw	ʂow
7	16	YES	惡	’u	ʔu
7	16		得		
7	16	YES	而		
7	16		錯	tshuH	tsʰǔ
7	17	YES	髠	khwon	kʰun
7	17	YES	禮		
7	17		與	yo	jy̏
7	17	YES	援	hjwon	jyuɛ̏n
7	19	YES	養	yangH	jiɑ̌ŋ
7	19		親		
7	19	YES	晳	sek	sik
7	19	YES	徹	drjet	dʒiɛ̏t
7	20	YES	與		
7	20		適	treak	ʈʂək
7	20	YES	足		
7	20		間	keanH	kiǎn
7	20	YES	非		
7	20		訧	hjuw	jiȍw
7	21	YES	君		
7	21		難	nanH	nǎn
7	22	YES	易	yeH	jǐ
7	22		其		
7	22	YES	桐		
7	22		子		
7	24	YES	子		
7	24		敖	ngaw	ŋȁw
7	24	YES	見	henH	ɦiɛ̌n
7	24		孟		
7	24	YES	使	sriH	ʂɨ̌
7	24		而		
7	24	YES	亟	kik	kik
7	24		見		
7	25	YES	餔	pu/buH	pu/bǔ
7	25	YES	啜	tsyhwet	tʃʰyuɛt
7	28	YES	厎	tsyeX	tʃɨ̂
8	1	YES	畎	?sywenX/khwenX	?/kʰyuɛ̂n
8	1		夷		
8	1	YES	書		
8	1		曰		
8	1		太		
8	1		子		
8	1		發		
8	1		上		
8	1		祭		
8	1		于		
8	1		畢		
8	1		下		
8	1		至		
8	1		盟	maengH	mə̌ŋ
8	1	YES	津		
8	1	YES	酆	phjuwng	fuŋ
8	1	YES	鎬	hawX	ɦǎw'
8	1	YES	度	?duH	dǔ
8	1		量	ljangH	liɑ̌ŋ
8	1	YES	不		
8	1		比	bjijH	bǐ
8	2	YES	乘	zyingH	ʃʱǐŋ
8	2		輿		
8	2	YES	溱	tsrin	ʈʂən
8	2	YES	洧	hwijX	ûi
8	2	YES	杠	kaewng	kiɑŋ
8	2	YES	辟	?bjiek/?	?bȉk/?
8	2		人		
8	2	YES	焉	’jen	ʔiɛn
8	2		得		
8	2	YES	卑		
8	2		辟	bjieH	bǐ
8	2	YES	由	yuw	jiȍw
8	2		天		
8	3	YES	禮		
8	3		為	hjweH	ǔi
8	3	YES	田		
8	3		菜		
8	3	YES	下	haeH	ɦiǎ
8	3		於		
8	3	YES	搏	pak	pɒk
8	3		執		
8	3	YES	極	kik/gik	kik/gȉk
8	3		之		
8	3	YES	惡	’uH	ʔǔ
8	3		而		
8	3	YES	風	pjuwngH	fǔŋ
8	3		諭		
8	4	YES	見		
8	4		幾	kj+j	ki
8	6	YES	陳		
8	6		質		
8	6	YES	藉	dzjaeH	?
8	6		交		
8	7	YES	樂	lak	lɒ̏k
8	7		有		
8	7	YES	相		
8	7		覺	kaewH	kiǎw
8	9	YES	有		
8	9		惡	’ak	ʔɒk
8	9	YES	惡	’uH	ʔǔ
8	9		人		
8	9	YES	難	nanH	nǎn
8	9		及		
8	9	YES	好	xawH	hǎw
8	9		言		
8	9	YES	忮	tsyeH	tʃɨ̌
8	11	YES	之		
8	11		行	haengH	ɦǐŋ
8	11	YES	行	haeng	ɦȉŋ
8	11		其		
8	13	YES	養	yangH	jiɑ̌ŋ
8	13		生		
8	14	YES	深		
8	14		造	tshawH	tsʰǎw
8	16	YES	五		
8	16		伯	paek/paeH	pək/pǎ
8	17	YES	當		
8	17		直	driH	dʒǐ
8	18	YES	亟	khiH	kʰǐ
8	18		稱		
8	18	YES	徐		
8	18		辟	?pejH/bjiek	pǐ/bȉk
8	18	YES	舎	syaeX	ʃiɛ̂
8	18	YES	放	pjangX	fɑ̂ŋ
8	18		乎		
8	18	YES	澮	kwajH	kǔi
8	18	YES	涸	hak	ɦɒ̏k
8	18	YES	潦	lawX	lâw
8	18	YES	卒	tshwot	tsʰut
8	18	YES	聲		
8	18		聞	mjunH	vǔn
8	19	YES	强	gjangX	giɑ̌ŋ'
8	19		仁		
8	19	YES	辟	bjieh	bǐ
8	19		害		
8	20	YES	讜	tangX	tɑ̂ŋ
8	20		言		
8	20	YES	泄		
8	20		爾		
8	21	YES	熄	sik	sik
8	21	YES	之		
8	21		乘	zyingH	ʃʱǐŋ
8	21	YES	檮	daw	tʱȁw
8	21		杌	ngwot	ŋȕt
8	22	YES	跌	det	diɛ̏t
8	22	YES	汙	’u	ʔu
8	24	YES	逄	baewng	pʱɑ̏ŋ
8	24		蒙		
8	24	YES	惡	’u	ʔu
8	24		得		
8	24	YES	之		
8	24		他	da	tʱɔ̏
8	24	YES	邪		
8	24		辟	phjiek	pʰik
8	24	YES	乘	zyingH	ʃʱǐŋ
8	24		矢		
8	26	YES	桮	pwoj	pui
8	26	YES	棬	?	kʰyuɛn
8	27	YES	驩	xwan	hwɔn
8	27	YES	敖	ngaw	ŋȁw
8	27	YES	脅	xjaep/xip	hiɛp/hip
8	28	YES	何		
8	28		難	nanH	nǎn
8	28	YES	我		
8	28		由	yuw	jiȍw
8	30	YES	很	honX	ɦə̌n'
8	30	YES	惰		
8	30		解	keaH	kiǎi
8	31	YES	與	yoH	jy̌
8	31		焉		
8	32	YES	瞷	keanH/hean	kiǎn/ɦiȁn
8	32		夫		
8	33	YES	饜	’jiemH	ʔiɛ̌m
8	33	YES	蚤	tsawX	tsâw
8	33	YES	施	ye/yeH	jȉ/jǐ
8	33		從		
8	33	YES	墦	bjon/phan	fʱȁn/pʰwɔn
8	33	YES	訕	?sraenH	ʂǎn
8	33	YES	施	sye/ye?	ʃɨ/jȉ
8	33		施	?sye/	ʃɨ/jȉ
8	33	YES	扁	bjien	pʱiɛ̏n
8	33		扁	bjien	pʱiɛ̏n
9	1	YES	見		
9	1		惡	’uH	ʔǔ
9	1	YES	是		
9	1		恝	keat/keajH	kiat/kiǎi
9	1	YES	為	hjweH	ǔi
9	1		言		
9	1	YES	共	kjowngH	kyǔŋ
9	1		為		
9	1	YES	求		
9	1		禪	dzyenH	ʃʱiɛ̌n
9	1	YES	不		
9	1		見	henH	ɦiɛ̌n
9	1	YES	人		
9	1		少	syewH	ʃiɛ̌w
9	1	YES	知		
9	1		好	xawH	hǎw
9	1	YES	衣	’j+j	ʔi
9	1		五		
9	1	YES	匍	bu	pʱȕ
9	1	YES	匐	bok	bə̏k
9	1	YES	百		
9	1		行	haengH	ɦǐŋ
9	2	YES	懟	drwijH	ɖʐǔi
9	2	YES	妻	?tshejH	tsʰǐ
9	2		舜		
9	2	YES	捐	?ywen/zjwen	?jyuɛ̏n/sʱyuɛ̏n
9	2	YES	浚	swinH	syǔn
9	2	YES	揜	’jemX	ʔiɛ̂m
9	2	YES	弤	?tejX/tew	?tî/tiɛw
9	2	YES	彫	tew	tiɛw
9	2		弓		
9	2	YES	忸	nrjuwk	nyȕk
9	2	YES	怩	nrij	nȉ
9	2	YES	愕	ngak	ŋɒ̏k
9	2	YES	已		
9	2		與	yo	jy̏
9	2	YES	校	haewH/kaewH	ɦiǎw/kiǎw
9	2		人		
9	2	YES	畜	xjuwk	hyuk
9	2		之		
9	2	YES	僑	gjew	kʱiɛ̏w
9	2	YES	重	drjowngH	dʒyǔŋ
9	2		言		
9	2	YES	舎	syaeX	ʃiɛ̂
9	2		小		
9	3	YES	庳	bjijH	bǐ
9	3	YES	驩	xwan	hwɔn
9	4	YES	堯		
9	4		帥	srwit	ʂut
9	4	YES	蹙	tsjuwk	tsyuk
9	4	YES	岌	ngip	ŋȉp
9	4	YES	踖	tsjek	tsik
9	4	YES	勛	xjun	hyun
9	4	YES	得		
9	4		養	yangH	jiɑ̌ŋ
9	4	YES	興	xingH	hǐŋ
9	4		事		
9	5	YES	諄	tsywin	tʃyun
9	5		諄	tsywin	tʃyun
9	5	YES	以		
9	5		行	haengH/haeng	ɦǐŋ/ɦȉŋ
9	5	YES	暴	buwk	bȕk
9	5		之		
9	5	YES	簒	tsrhwaenH	ʈʂʰwǎn
9	6	YES	施	?syeH	?ʃɨ̌
9	6		澤		
9	6	YES	横	hwaengH	ɦwə̌ŋ
9	6		為		
9	6	YES	自		
9	6		艾	ngjojH	ŋǐ
9	7	YES	要	’jiew	ʔiɛw
9	7		湯		
9	7	YES	莘	srin	ʂən
9	7	YES	而		
9	7		樂	lak	lɒ̏k
9	7	YES	覦	yu	jy̏
9	7	YES	眄	menH	miɛ̌n
9	7	YES	囂	ngaw/xjew	ŋȁw/hiɛw
9	7		囂	ngaw/xjew	ŋȁw/hiɛw
9	7	YES	幡	phjon	fan
9	7	YES	推	thwoj/tsyhwij	tʰui/ʈʂʰui
9	7		而		
9	7	YES	内	nop	nȁp
9	7		之		
9	7	YES	説	sywet/sywejH	ʃyuɛt/ʂǔi
9	7		之		
9	7	YES	浼	mwojX	mûi
9	7		我		
9	7	YES	伊		
9	7		訓		
9	7		曰		
9	7		天		
9	7		誅		
9	7		造		
9	7		攻		
9	7		自		
9	7		牧		
9	7		宫		
9	7		朕		
9	7		載		
9	7		自		
9	7		亳		
9	8	YES	癰	’jowng	ʔyuŋ
9	8	YES	疽	tshjo	"	ts(ʰ)y?"
9	8	YES	好	xawH	hǎw
9	8		事		
9	8	YES	讎	tsyhuw/dzyuw	tʃʰiw/tʃʱȉw
9	8		由		
9	8	YES	阨	’eak	ʔək
9	8	YES	魋	dwoj	tʱȕi
9	8	YES	阨		
9	8		難	nanH	nǎn
9	9	YES	鬻	yuwk	jyȕk
9	9	YES	食	ziH	?
9	9		牛		
9	9	YES	繆	mjuwk	mȕk
9	9		公		
9	9	YES	羖	kuX	kû
9	9	YES	屈	kjut	kyt
9	9		産		
9	9	YES	之		
9	9		乘	zyingH	ʃʱǐŋ
9	9	YES	時		
9	9		舎	syaeX	ʃiɛ̂
10	1	YES	横	hwaengH	ɦwə̌ŋ
10	1		政		
10	1	YES	横		
10	1		民		
10	1	YES	行	haengH	ɦǐŋ
10	1		不		
10	1	YES	不		
10	1		與	yoH	jy̌
10	1	YES	佚	yit	jȉt
10	1	YES	阨	’eak	ʔək
10	1	YES	袒	danX	dǎn'
10	1	YES	裼	sek	sik
10	1	YES	裸	lwaX	lwɔ̂
10	1	YES	裎	drjeng	tʃʱȉŋ
10	1	YES	焉	’jen	ʔiɛn
10	1		能		
10	1	YES	浼	mwojX/manH	mûi/mwɔ̌n
10	1	YES	接	tsjep	tsiɛp
10	1		淅	sek	sik
10	1	YES	亟	kik	kik
10	1		也		
10	1	YES	動		
10	1		中	trjuwngH	tʃyǔŋ
10	1	YES	始		
10	1		條		
10	1		理		
10	1	YES	有		
10	1		殺	sreajH	ʂǎi
10	1	YES	不		
10	1		橈	nraewH	nǎw
10	1	YES	强	gjangX	giɑ̌ŋ'
10	1		増		
10	2	YES	錡	ngjeX	jî
10	2	YES	惡	’uH	ʔǔ
10	2		其		
10	2	YES	采	tshojH	tsʰǎi
10	2		地		
10	2	YES	食	ziH	?
10	2		九		
10	2	YES	佃	denH	diɛ̌n
10	3	YES	挾	hep	ɦiɛ̏p
10	3		長	trjangX	tʃiɑ̂ŋ
10	3	YES	費	?pijH	pǐ
10	3		恵		
10	3	YES	顔		
10	3		般	paen	pan
10	3	YES	造	tshawH	tsʰǎw
10	3		之		
10	3	YES	糲	lat	lȁt
10	3	YES	迭	det	diɛ̏t
10	3		為		
10	3	YES	更	kaeng	kəŋ
10	3		迭		
10	3	YES	妻	tshejH	tsʰǐ
10	3		舜		
10	4	YES	卻		
10	4		之		
10	4	YES	餽	gwijH	gǔi
10	4	YES	禦		
10	4		與	yo	jy̏
10	4	YES	不		
10	4		譈	dwojH	dǔi
10	4	YES	將		
10	4		比	bjit/bjijH	bȉt/bǐ
10	4	YES	獵		
10	4		較	kaewk	kiɒk
10	4	YES	簿	buX	bǔ'
10	4		正		
10	4	YES	可		
10	4		卒	tshwot	tsʰut
10	4	YES	度	dak	dɒ̏k
10	4		珍		
10	4	YES	為	hjweH	ǔi
10	4		之		
10	4	YES	宿	sjuwH	siǒw
10	4		留	ljuwH	liǒw
10	5	YES	為		
10	5		養	yangH	jiɑ̌ŋ
10	5	YES	惡	’u	ʔu
10	5		乎		
10	5	YES	柝	thak	tʰɒk
10	5	YES	椎	drwij	ʈʂʱȕi
10	5	YES	㑹	kwajH	kǔi
10	5		計		
10	5	YES	乘	zyingH	ʃʱǐŋ
10	5		田		
10	5	YES	茁	tsrweat	?ʈʂwat
10	5	YES	壯		
10	5		長	trjangX	tʃiɑ̂ŋ
10	5	YES	委	’jweH	ʔǔi
10	5		積	tsjeH	tsɨ̌
10	5	YES	當		
10	5		直	driH	dʒǐ
10	5	YES	葭	kae	kia
10	5	YES	稱	tsyhingH	tʃʰǐŋ
10	5		職		
10	6	YES	氓	meang	mə̏ŋ
10	6	YES	繆	mjuwk	mȕk
10	6		公		
10	6	YES	亟	khiH	kʰǐ
10	6		問		
10	6	YES	摽	phjiew/phaew	pʰiɛw/pʰaw
10	6		使	sriH	ʂɨ̌
10	6	YES	數	sraewk	ʂwɒk
10	6		問		
10	6	YES	愠	’junH	ʔyǔn
10	6	YES	猥	’wojX	ʔûi
10	6	YES	二		
10	6		女	nrjoX	nŷ
10	6		女	nrjoH	ny̌
10	6		焉		
10	7	YES	傳		
10	7		質	tsyijH	tʃɨ̌
10	7	YES	敢		
10	7		見	henH	ɦiɛ̌n
10	7	YES	如		
10	7		底	tsyeX	tʃɨ̂
10	7	YES	沮	tshjo	ts(ʰ)y
10	7		溺		
10	8	YES	好	xawH	hǎw
10	8		善		
10	8	YES	景		
10	8		行	haengH	ɦǐŋ
10	9	YES	伊		
10	9		發		
10	9		有		
10	9		莘	srin	ʂən
10	9	YES	為		
10	9		殷		
10	9		興		
10	9		道		
11	1	YES	桮	pwoj	pui
11	1		棬	?	khyuɛn
11	1	YES	柜	kjoX	kŷ
11	1	YES	戕	dzjang	tsʱiɑ̏ŋ
11	1	YES	義		
11	1		與	yo	jy̏
11	1	YES	長	trjangX	tʃiɑ̂ŋ
11	1		義		
11	1	YES	拂	bjut/phjuwt	vȕt/fut
11	1		之		
11	2	YES	湍	thwan	tʰwɔn
11	2	YES	無		
11	2		分	pjun/bjunH	fun/fvǔn
11	2	YES	瀠	yweng	jyuə̏ŋ
11	2	YES	搏	pak/dwan	pɒk/tʱwɔ̏n
11	2		之		
11	2	YES	顙	sangX	sɑ̂ŋ
11	2	YES	好	xawH	hǎw
11	2		下		
11	4	YES	耆	dzyijH	ʃʱɨ̌
11	4		秦		
11	4	YES	炙	tsyaeH	tʃiɛ̌
11	6	YES	惡	’u	ʔu
11	6		在		
11	7	YES	而		
11	7		强	gjangX	giɑ̌ŋ'
11	7	YES	羞		
11	7		惡	’uH	ʔǔ
11	7	YES	舎	syaeX	ʃiɛ̂
11	7		則		
11	7	YES	倍		
11	7		蓰	?srje/srjeX	?ʂɨ/sî
11	8	YES	阨	’eak	ʔək
11	8	YES	麰	mjuw	mȍw
11	8	YES	耰	’juw	ʔiow
11	8	YES	浡	bwot	bȕt
11	8	YES	磽	khaew	kʰiaw
11	8	YES	相		
11	8		覺	kaewH	kiǎw
11	8	YES	蕢	gwijH	gǔi
11	8	YES	姣	kaewX	kiâw
11	8		也		
11	8	YES	狂		
11	8		且	tsjo	tsy
11	9	YES	櫱	ngat	ŋɔ̏t
11	9	YES	好	xawH	hǎw
11	9		惡	’uH	ʔǔ
11	9	YES	有		
11	9		梏	kowk	kuk
11	9		亡		
11	9		之		
11	9	YES	之		
11	9		行	haengH	ɦǐŋ
11	10	YES	易	yeH	jǐ
11	10		生		
11	10	YES	暴	buwk	bȕk
11	10		之		
11	10	YES	繳	tsyak	tʃiɒk
11	10	YES	射	zyek	ʃʱȉk
11	10		之		
11	10	YES	為	hjweH	ǔi
11	10		是		
11	11	YES	熊		
11	11		蹯	bjon	fʱȁn
11	11	YES	不		
11	11		辟	bjieH	bǐ
11	11	YES	嘑	xuH	hǔ
11	11	YES	蹴	tshjuwk	tsʰyuk
11	11		爾		
11	11	YES	咄	twot	tut
11	11		啐	tshwojH	tsʰǔi
11	11	YES	不		
11	11		辯		
11	11	YES	得		
11	11		我		
11	11		與	yo/yoX	jy̏/jŷ
11	11	YES	鄉	xjangH	hiɑ̌ŋ
11	11		為	hjweH	ǔi
11	13	YES	不		
11	13		信	syin	ʃin
11	13	YES	惡	’uH	ʔǔ
11	13		之		
11	14	YES	溉	kojH	kǎi
11	15	YES	檟	kaeX	kiâ
11	15	YES	樲	nyijH	ɻ̌
11	17	YES	樂	lak	lɒ̏k
11	17		善		
11	17	YES	以		
11	17		要	’jiew	ʔiɛw
11	18	YES	令		
11	18		聞	mjunH	vǔn
11	19	YES	不		
11	19		熄	sik	sik
11	20	YES	荑	dej	tʱȉ
11	20	YES	稗	beaH	bǎi
11	20	YES	幾	?gj+j/?	kʱȉ/?
11	20		成		
11	20	YES	彀	kuwH	kə̌w
11	20	YES	用		
11	20		思	siH	sɨ̌
12	1	YES	任	nyim	ʒȉm
12	1		人		
12	1	YES	親		
12	1		迎	ngjaengH	ŋǐŋ
12	1	YES	人		
12	1		難	nanH	nǎn
12	1	YES	曰		
12	1		於	’u	ʔu
12	1	YES	揣	tsrhjweX	?ʈʂʰûi
12	1	YES	奚		
12	1		翅	syeH	ʃɨ̌
12	1	YES	紾	?tsyinX/?	?tʃîn/?
12	1	YES	摟		
12	2	YES	以		
12	2		長	drjang	tʃʱiɑ̏ŋ
12	2	YES	匹		
12	2		雛	?dzrju/?	?
12	2	YES	後		
12	2		長	trjangX	tʃiɑ̂ŋ
12	2	YES	之		
12	2		行	haengH	ɦǐŋ
12	2	YES	得		
12	2		見	henH	ɦiɛ̌n
12	2	YES	較	kaewk	kiɒk
12	3	YES	小		
12	3		弁	ban	pʱwɔ̏n
12	3	YES	為		
12	3		詩		
12	3	YES	闗	’waen	ʔwan
12	3		弓		
12	3	YES	而		
12	3		射	zyek	ʃʱȉk
12	3	YES	重	drjowngH	dʒyǔŋ
12	3		言		
12	3	YES	邶	bwojH	bǔi
